,total,data,border
0,0.8579793867438731,0.942642730895919,0.7733160404845921
1,0.3254824202470105,0.4151651564270559,0.23579968436799867
2,0.2571984381988795,0.31805320430283596,0.19634367465370833
3,0.21711321792217217,0.2721402303437994,0.16208620519951136
4,0.18001129937292348,0.22258129836332918,0.13744129910312516
5,0.14743103102000074,0.17994695194441862,0.1149151103966164
6,0.11817727395982454,0.13932037677126702,0.09703417144941562
7,0.09738926205671194,0.11000984666323421,0.08476867805225681
8,0.08331035596854759,0.0904600533722627,0.07616065796276536
9,0.0725909685245668,0.0765870242859378,0.06859491216112869
10,0.06412764115616529,0.06621378987576022,0.06204149251182874
11,0.05691427684793569,0.05798265620162993,0.0558458978329042
12,0.05068911201875619,0.05119677324487706,0.05018145037871419
13,0.04532233919158126,0.045187162404710594,0.045457516091339516
14,0.040854993718441084,0.04003130407495932,0.041678683286664464
15,0.03681910538462677,0.03565963835577772,0.03797857305317214
16,0.03384468147549966,0.03230503748989466,0.03538432536703168
17,0.031100974145411242,0.029633595655211294,0.03256835267324038
18,0.029046565313080346,0.027638158808001363,0.030454971724086337
19,0.027206659147685223,0.02595491889826577,0.028458399340660884
20,0.02572676134907236,0.02457888668986282,0.0268746360082819
21,0.02431444859489648,0.023514506736337537,0.025114390585157607
22,0.022798488499841306,0.022417737490902045,0.023179239132488618
23,0.02164439098777795,0.021605406351613277,0.02168337566157182
24,0.02076901531204431,0.020875925950781263,0.02066210476738034
25,0.019637374226192033,0.02015457699319931,0.01912017172258912
26,0.018722851017508844,0.01950620018848867,0.017939501620753848
27,0.018027354295205588,0.019045936169497894,0.017008772251581906
28,0.017216279143185326,0.018443577160889454,0.015988981294812576
29,0.016625751995227554,0.018029525142275925,0.015221978838771882
30,0.01605032103117367,0.01759137399494648,0.01450926795451328
31,0.015378400702217613,0.01714484133955204,0.013611960111919678
32,0.01481570957247356,0.016717997370193704,0.01291342183119721
33,0.01457603903242735,0.016408327562414636,0.012743750474218166
34,0.014020056858884565,0.016024318702443682,0.01201579501532545
35,0.013665359711857757,0.015693645980773552,0.011637073489978458
36,0.013250640076067712,0.015346934407422639,0.011154345707083591
37,0.01305491773580963,0.015077412307187163,0.011032423079766408
38,0.012720826552296527,0.014846011761086757,0.010595641362320895
39,0.01228921917840989,0.014451730403710495,0.010126707953109283
40,0.01203540288325813,0.014205284332009878,0.00986552146272828
41,0.01205047902961572,0.01399778077059021,0.010103177260419335
42,0.011383542424124298,0.013695450076325373,0.00907163486599621
43,0.011624067645482343,0.013578654680815008,0.009669480755962807
44,0.011179216610587607,0.013281124107765429,0.009077309165149927
45,0.010872222737155178,0.013022904227854628,0.008721541251159377
46,0.010822788765183602,0.012864433238376874,0.008781144334323178
47,0.010592473200475327,0.012657747349955818,0.008527199003958342
48,0.010509887587918777,0.012510433125149722,0.008509342027169586
49,0.010246869599954649,0.012295664306918178,0.00819807488358382
50,0.010130910325155717,0.012141708632686524,0.00812011193295922
51,0.009908087993736821,0.011932872800212917,0.007883303116705983
52,0.010019279442577049,0.011853374051626283,0.00818518480060227
53,0.00968805430551069,0.011645994835881272,0.007730113695178068
54,0.009507234038954432,0.011456615827751883,0.007557852207824137
55,0.009610322454586775,0.011393197746288896,0.007827447214624797
56,0.009201215570698482,0.01118661333439928,0.007215817712924697
57,0.009313729140117313,0.011081411757252434,0.007546046480649348
58,0.009026839454291445,0.010926600206982006,0.007127078682786286
59,0.009024618061805012,0.010842068083208017,0.007207167998069163
60,0.00883982123600112,0.010673366176585356,0.007006276323638781
61,0.008855315555602011,0.010573772817022271,0.007136858237737959
62,0.008638408980473425,0.010463284958868918,0.006813533030299827
63,0.008712005603945616,0.010398388915516511,0.007025622221819981
64,0.008392908535145148,0.010190985306645885,0.006594831730718865
65,0.008492567345989173,0.010139542979874997,0.00684559169328875
66,0.008294907520816784,0.010004225064708728,0.006585589906370098
67,0.008240756837444173,0.00993609581744731,0.006545417923292126
68,0.008221030164735786,0.009806198867583516,0.006635861443073461
69,0.008357949258590286,0.009843392071850372,0.006872506431219253
70,0.0078095267714951375,0.009570917133430038,0.006048136404856588
71,0.008010900852204574,0.009614920761022303,0.006406880966905091
72,0.0077775520780547095,0.009417535539603594,0.0061375686353204225
73,0.007881906156362308,0.009381708990067544,0.006382103313249771
74,0.007735269553394932,0.009312013267642923,0.006158525810925046
75,0.007683793586123772,0.009207578093716593,0.006160009106752848
76,0.007723901641903201,0.009169851015839312,0.006277952239745193
77,0.0074087747118689795,0.009033607177887901,0.005783942231739109
78,0.007478896904774386,0.00896668325959131,0.0059911105781793594
79,0.00757091332490396,0.008948696476190982,0.006193130140691393
80,0.0072711748635452805,0.008813817599656605,0.005728532052175565
81,0.007358417004309219,0.008768739310478923,0.005948094815730748
82,0.007276101875109504,0.008703781423544643,0.005848422369007209
83,0.007250224291864369,0.008639362104462854,0.005861086436933038
84,0.0072117620053691696,0.008580790475161389,0.005842733526169651
85,0.007082285655831749,0.008491367760180222,0.0056732035608905735
86,0.0073008274170334895,0.008478534003399839,0.0061231208588890355
87,0.006794535197468117,0.008354365684543594,0.005234704780947379
88,0.0069507405989699894,0.008320110210339831,0.00558137105345124
89,0.0069804785848416465,0.008247795397171168,0.005713161767808476
90,0.006870908690898707,0.008174266195808999,0.005567551157766521
91,0.00681647053458775,0.008135331714657522,0.005497609401554472
92,0.006713268535230497,0.008052508219737898,0.005374028836612148
93,0.006729682488837326,0.008008002115394732,0.005451362852872622
94,0.006905968028186548,0.008060422363794513,0.005751513678467635
95,0.006493490302201473,0.00783826397600198,0.0051487166472155635
96,0.006877778069765279,0.007908162087051555,0.005847394052479003
97,0.006384638076967964,0.00775175831384129,0.005017517811872743
98,0.006469950888945599,0.007718239539312293,0.0052216622573935025
99,0.0064932523680982564,0.0076939109101364705,0.00529259384017099
100,0.006511989952714154,0.007676828676138563,0.005347151196364201
101,0.006438403023463307,0.007667816267584009,0.005208989737009761
102,0.006195933007719842,0.007472189096263563,0.004919676952101666
103,0.006557808342305097,0.007569898752439202,0.005545717950985588
104,0.006157510819835494,0.007438316969483188,0.004876704665484151
105,0.0065916783336286595,0.007512359752912413,0.005670996853197464
106,0.006074710344575873,0.007333804556930607,0.00481561611340654
107,0.0061546341901776765,0.00729068157949833,0.005018586772635128
108,0.006190904171554127,0.007268128145222712,0.005113680221403789
109,0.006072354827527747,0.007239612905929486,0.00490509673501506
110,0.00616023207384378,0.007217902694875845,0.005102561433997118
111,0.006023549935733429,0.007134202420899663,0.004912897436456246
112,0.006062843620476097,0.007122283542735709,0.005003403688809185
113,0.006154977946984347,0.007095817655249677,0.005214138273996386
114,0.00584325593228292,0.007023099221928854,0.004663412567378596
115,0.005950892071305502,0.0069962554009198544,0.004905528835764136
116,0.005966325615052924,0.006958922865151456,0.004973728329677022
117,0.00584376272228029,0.006891321583716858,0.004796203853788249
118,0.0058820334385440804,0.006879465287607728,0.004884601573017661
119,0.005776324361148808,0.006825288108578234,0.0047273606560522255
120,0.005933119068768891,0.006839152514896911,0.005027085667325541
121,0.005705496724318675,0.006732358846512407,0.004678634646809613
122,0.005723455713854896,0.006721310679697328,0.004725600809159905
123,0.005673914752674826,0.006675587896483414,0.004672241604162587
124,0.005766765807162632,0.006676256416760611,0.004857275235193847
125,0.005650765408357286,0.006625032268765599,0.004676498573819044
126,0.005607880275658887,0.006577087161742678,0.004638673394278745
127,0.005597660769567345,0.006537090483676605,0.0046582309778478714
128,0.005560838537422394,0.006516896282332112,0.004604780780753553
129,0.005567933413943257,0.006462037690322508,0.004673829137564006
130,0.005516754750237622,0.006461143752353059,0.00457236577634408
131,0.00551779546088191,0.006444853547057419,0.004590737346484504
132,0.005500187838657035,0.006391084879975428,0.004609290834967837
133,0.005455217404159332,0.006348929645474812,0.00456150509699276
134,0.0054239152149871146,0.006303682499988513,0.00454414790176382
135,0.005445785241935289,0.006324970760768411,0.004566599680769323
136,0.005417696807081952,0.00626333322225496,0.004572060410723541
137,0.005450378816499553,0.0062617422693004516,0.004639015340180409
138,0.005221117687684418,0.006159254335657213,0.004282981016193376
139,0.00538314769815917,0.0061866775192696635,0.004579617893511448
